__OBJECTID,ID,Name,Acc_Park,Bene_Open,Lanc_Open,RetailSqFt,TotalSqFt,latitude,longitude,estimate,Notes,Info1,Info2,Info3,Info4,GlobalID,CreationDate,Creator,EditDate,Editor
72,90970319,test,1,1,1,10000,10000,42.2163838552647,-121.765082884363,4115939,,,,,,80082b70-a362-429e-a234-e723dc7f1dfa,"3/27/2018, 2:00 PM",shawn.hanna_ULTA,"3/27/2018, 2:00 PM",shawn.hanna_ULTA
